,Total,Date,Year,Gender,Domain,Title,MatchID,Name,Score
7896,Fairfield 2812,2015-02-11,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,79981,Fairfield,2812
7897, Roger Bacon 2722,2015-02-11,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,79981, Roger Bacon,2722
7898,Colerain 2723,2015-02-11,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,83576,Colerain,2723
7899, Sycamore 1946,2015-02-11,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,83576, Sycamore,1946
7900,Princeton 2889,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,83660,Princeton,2889
7901, Roger Bacon 2675,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,83660, Roger Bacon,2675
7902,St. X 2532,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,81381,St. X,2532
7903, Lakota West 1776,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,81381, Lakota West,1776
7904,Hamilton 2492,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,80214,Hamilton,2492
7905, Edgewood 2421,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,80214, Edgewood,2421
7906,LaSalle 2911,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,79984,LaSalle,2911
7907, Fairfield 2876,2015-02-12,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,79984, Fairfield,2876
7908,Mason 2374,2015-02-17,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,79516,Mason,2374
7909, Kings 2297,2015-02-17,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,79516, Kings,2297
7910,Oak Hills 3104,2015-02-19,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,80149,Oak Hills,3104
7911, Elder 2947,2015-02-19,2014-2015,137,https://gmcsports.com/,Greater Miami Conference,80149, Elder,2947
7912,Goshen 2226,2015-11-16,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88773,Goshen,2226
7913, Sycamore 2022,2015-11-16,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88773, Sycamore,2022
7914,Hamilton 2531,2015-11-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90753,Hamilton,2531
7915, Winton Woods 1621,2015-11-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90753, Winton Woods,1621
7916,Fairfield 2835,2015-11-18,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89446,Fairfield,2835
7917, Franklin 2419,2015-11-18,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89446, Franklin,2419
7918,Lakota East 2421,2015-11-18,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,91658,Lakota East,2421
7919, Walnut Hills 2280,2015-11-18,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,91658, Walnut Hills,2280
7920,Princeton 2394,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90646,Princeton,2394
7921, Winton Woods 160,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90646, Winton Wood, 160
7922,Middletown 2293,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89581,Middletown,2293
7923, Harrison 2186,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89581, Harrison,2186
7924,Oak Hills 2766,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88466,Oak Hills,2766
7925, Taylor 2016,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88466, Taylor,2016
7926,Ross 2443,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92968,Ross,2443
7927, Hamilton 2431,2015-11-19,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92968, Hamilton,2431
7928,Mason 3080,2015-11-23,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89367,Mason,3080
7929, GlenEste 2831,2015-11-23,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89367, GlenEste,2831
7930,Fairfield 2931,2015-11-23,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89466,Fairfield,2931
7931, Harrison 2364,2015-11-23,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89466, Harrison,2364
7932,Fairfield 2756,2015-11-24,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89447,Fairfield,2756
7933, Roger Bacon 2333,2015-11-24,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89447, Roger Bacon,2333
7934,Mason 2807,2015-11-30,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89368,Mason,2807
7935, St X B 2241,2015-11-30,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89368, St X B,2241
7936,Colerain 2883,2015-11-30,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89972,Colerain,2883
7937, Cincinnati Christian 1987,2015-11-30,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89972, Cincinnati Christian,1987
7938,Middletown 2301,2015-11-30,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88758,Middletown,2301
7939, Lakota West 1502,2015-11-30,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88758, Lakota West,1502
7940,Amelia 2328,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90647,Amelia,2328
7941, Princeton 2227,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90647, Princeton,2227
7942,Fairfield 2748,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89448,Fairfield,2748
7943, Northwest 2712,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89448, Northwest,2712
7944,Oak Hills 2748,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88474,Oak Hills,2748
7945, Lakota East 2334,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88474, Lakota East,2334
7946,Lakota West 1716,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88840,Lakota West,1716
7947, Taylor 1454,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88840, Taylor,1454
7948,Hamilton 2526,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92969,Hamilton,2526
7949, Harrison 2117,2015-12-01,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92969, Harrison,2117
7950,Mason 2692,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89369,Mason,2692
7951, Elder 2636,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89369, Elder,2636
7952,Fairfield 2860,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89449,Fairfield,2860
7953, St. Xavier B 2296,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89449, St. Xavier B,2296
7954,Lakota East 2322,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93271,Lakota East,2322
7955, Wyoming 1760,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93271, Wyoming,1760
7956,Lebanon 2724,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88759,Lebanon,2724
7957, Middletown 2529,2015-12-02,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88759, Middletown,2529
7958,Hamilton 2331,2015-12-03,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92971,Hamilton,2331
7959, Cincinnati Christian 2154,2015-12-03,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92971, Cincinnati Christian,2154
7960,Franklin 2534,2015-12-03,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88477,Franklin,2534
7961, Oak Hills 2526,2015-12-03,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88477, Oak Hills,2526
7962,Deer Park 1919,2015-12-03,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88841,Deer Park,1919
7963, Lakota West 1644,2015-12-03,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88841, Lakota West,1644
7964,Oak Hills 2933,2015-12-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88485,Oak Hills,2933
7965, Mason 2879,2015-12-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88485, Mason,2879
7966,Colerain 2587,2015-12-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88842,Colerain,2587
7967, Lakota West 1714,2015-12-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88842, Lakota West,1714
7968,Hamilton 2346,2015-12-08,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90649,Hamilton,2346
7969, Princeton 2295,2015-12-08,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90649, Princeton,2295
7970,Mason 2666,2015-12-08,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89372,Mason,2666
7971, Harrison 2187,2015-12-08,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89372, Harrison,2187
7972,Elder 2807,2015-12-09,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89451,Elder,2807
7973, Fairfield 2770,2015-12-09,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89451, Fairfield,2770
7974,Lakota East 2658,2015-12-09,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88775,Lakota East,2658
7975, Sycamore 2520,2015-12-09,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88775, Sycamore,2520
7976,Hamilton 2069,2015-12-09,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92973,Hamilton,2069
7977, Seven Hills 1967,2015-12-09,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92973, Seven Hills,1967
7978,Middletown 2021,2015-12-10,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88760,Middletown,2021
7979, Deer Park 1977,2015-12-10,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88760, Deer Park,1977
7980,Oak Hills 2823,2015-12-10,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88528,Oak Hills,2823
7981, St. X 2527,2015-12-10,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88528, St. X,2527
7982,White House 2537,2015-12-11,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89374,White House,2537
7983, Mason 2435,2015-12-11,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89374, Mason,2435
7984,Fairfield 2839,2015-12-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89453,Fairfield,2839
7985, Lakota East 2466,2015-12-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89453, Lakota East,2466
7986,Cincinnati Christian 2089,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90969,Cincinnati Christian,2089
7987, Lakota West 1720,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90969, Lakota West,1720
7988,Fairfield 2714,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89454,Fairfield,2714
7989, Princeton 2390,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89454, Princeton,2390
7990,Oak Hills 2691,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88498,Oak Hills,2691
7991, Hamilton 2606,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88498, Hamilton,2606
7992,Middletown 2456,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88761,Middletown,2456
7993, Monroe 1952,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88761, Monroe,1952
7994,Mason 2890,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88776,Mason,2890
7995, Sycamore 2453,2015-12-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88776, Sycamore,2453
7996,Turpin 2199,2015-12-16,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88845,Turpin,2199
7997, Lakota West 1769,2015-12-16,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88845, Lakota West,1769
7998,Oak Hills 2684,2015-12-16,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88501,Oak Hills,2684
7999, Harrison 2207,2015-12-16,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88501, Harrison,2207
8000,Fairfield 2908,2015-12-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89455,Fairfield,2908
8001, Lebanon 2650,2015-12-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89455, Lebanon,2650
8002,Colerain 2534,2015-12-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89578,Colerain,2534
8003, Middletown 2329,2015-12-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89578, Middletown,2329
8004,Lakota East 2249,2015-12-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88846,Lakota East,2249
8005, Lakota West 1646,2015-12-17,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88846, Lakota West,1646
8006,Lakota East 2446,2016-01-05,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93286,Lakota East,2446
8007, Norwood 2180,2016-01-05,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93286, Norwood,2180
8008,Mason 2647,2016-01-05,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93063,Mason,2647
8009, Princeton 2284,2016-01-05,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93063, Princeton,2284
8010,Hamilton 2300,2016-01-05,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88777,Hamilton,2300
8011, Sycamore 2094,2016-01-05,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88777, Sycamore,2094
8012,Milford 2483,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88778,Milford,2483
8013, Sycamore 2147,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88778, Sycamore,2147
8014,Hamilton 2302,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92975,Hamilton,2302
8015, Withrow 1878,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,92975, Withrow,1878
8016,Colerain 2890,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90035,Colerain,2890
8017, Lakota East 2557,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90035, Lakota East,2557
8018,Fairfield 2906,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88763,Fairfield,2906
8019, Middletown 2724,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88763, Middletown,2724
8020,St. X 2695,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88517,St. X,2695
8021, Oak Hills 2616,2016-01-06,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88517, Oak Hills,2616
8022,Goshen 2193,2016-01-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93384,Goshen,2193
8023, Lakota West 1665,2016-01-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93384, Lakota West,1665
8024,Colerain 2817,2016-01-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90030,Colerain,2817
8025, Sycamore 2195,2016-01-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90030, Sycamore,2195
8026,Middletown 2267,2016-01-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88764,Middletown,2267
8027, Princeton 1945,2016-01-07,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88764, Princeton,1945
8028,Colerain 2829,2016-01-08,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90036,Colerain,2829
8029, Mt. Healthy 2082,2016-01-08,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,90036, Mt. Healthy,2082
8030,Oak Hills 2954,2016-01-11,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88518,Oak Hills,2954
8031, Northwest 2587,2016-01-11,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88518, Northwest,2587
8032,Colerain 3037,2016-01-11,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89378,Colerain,3037
8033, Mason 2533,2016-01-11,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89378, Mason,2533
8034,Middletown 2484,2016-01-12,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88765,Middletown,2484
8035, Lakota East 2211,2016-01-12,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88765, Lakota East,2211
8036,Lebanon 2989,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89373,Lebanon,2989
8037, Mason 2592,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89373, Mason,2592
8038,St X 2738,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93288,St X,2738
8039, Lakota East 2672,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93288, Lakota East,2672
8040,Fairfield 2807,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88780,Fairfield,2807
8041, Sycamore 2258,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88780, Sycamore,2258
8042,Hamilton 2297,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88847,Hamilton,2297
8043, Lakota West 1540,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88847, Lakota West,1540
8044,Franklin 2708,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88766,Franklin,2708
8045, Middletown 2350,2016-01-13,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88766, Middletown,2350
8046,Middletown 2437,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89357,Middletown,2437
8047, Wyoming 2004,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,89357, Wyoming,2004
8048,Winton Woods 1783,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88848,Winton Woods,1783
8049, Lakota West 1732,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88848, Lakota West,1732
8050,Oak Hills 2665,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88519,Oak Hills,2665
8051, Princeton 2287,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,88519, Princeton,2287
8052,Hamilton 2561,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,94962,Hamilton,2561
8053, St. Xavier 2337,2016-01-14,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,94962, St. Xavier,2337
8054,Lakota East 2540,2016-01-15,2015-2016,137,https://gmcsports.com/,Greater Miami Conference,93289,Lakota East,2540
